SourceType,SourceTypeLabel,Title,Url,LocalPath,Seq,StandardNo,StandardKey,StandardPage,MappingMethod,Confidence,InterpretationNo
implementation_qa,实施问答,问：某企业对职工实行股权激励计划，并约定了服务期和业绩条件。在等待期内，某已参加该激励计划的职工认为激励计划约定的行权价较高，向企业声明不再继续参与该计划，并与企业签订退出协议，收回前期预付的行权资金。在该情形下，原已确认的与该名职工相关的股份支付费用能否冲回？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/gfzzsswd/202307/t20230717_3896761.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-111.html,111,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
implementation_qa,实施问答,问：甲公司在202×年报告期内处置了唯一的子公司，并且于202×年12月31日已经没有子公司，那么甲公司是否需要编制202×年年度合并财务报表？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/hbcwbbzzsswd/202206/t20220621_3819698.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-112.html,112,33,cas-33,concepts/accounting-standards/cas-33,url-category-slug,high,
implementation_qa,实施问答,问：甲公司委托乙设备生产商建造大型定制专用设备，定制周期超过1年，设备到场后在甲公司安装调试时间不足1年。甲公司需在签署委托合同时点提前向乙公司预付相关款项，为此甲公司借入专门借款。该专门借款利息是否满足《企业会计准则第17号——借款费用》（以下简称借款费用准则）下的借款费用资本化条件？若满足，借款费用资本化的起止时间如何确定？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jkwd/202606/t20260618_3991866.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-116.html,116,17,cas-17,concepts/accounting-standards/cas-17,title-standard-number,high,
implementation_qa,实施问答,问：甲公司持有某结构化主体的份额（甲公司对该结构化主体不具有控制、共同控制或重大影响），该结构化主体的基础资产为一组符合“合同现金流量仅为对本金和以未偿付本金金额为基础的利息的支付”特征（以下简称“本金加利息的合同现金流量特征”）的贷款，组合中贷款的期限均未超过结构化主体的存续期，结构化主体在存续期内不得买卖基础资产。该结构化主体的份额不分层且无保本保收益承诺，而是按照合同约定将基础资产产生的现金流入扣除约定税费、固定管理费等现金流出后的全部剩余金额等比例向所有份额持有人分配。在该情形下，甲公司持有的结构化主体份额是否符合本金加利息的合同现金流量特征？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jrgjzzss/202307/t20230717_3896759.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-118.html,118,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
implementation_qa,实施问答,问：企业在期货交易场所频繁买卖标准仓单（即由交割库开具并经期货交易场所登记的标准化提货凭证）以从其短期价格波动中获取利润、不涉及标准仓单对应商品实物提取的，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jrgjzzss/202507/t20250703_3967195.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-119.html,119,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
implementation_qa,实施问答,问：对于包含导致合同现金流量时间分布或金额变动的或有特征条款的金融资产，企业应当如何应用《企业会计准则第22号——金融工具确认和计量》和《企业会计准则解释第19号》有关合同现金流量特征评估的规定，判断其合同现金流量是否与基本借贷安排一致，即是否符合在特定日期产生的合同现金流量仅为对本金和以未偿付本金金额为基础的利息的支付特征（以下简称“本金加利息的合同现金流量特征”）?,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jrgjzzss/202604/t20260430_3988923.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-120.html,120,22,cas-22,concepts/accounting-standards/cas-22,title-standard-number,high,19
implementation_qa,实施问答,问：甲银行委托信托公司设立资产证券化信托计划，将不良贷款转让给该信托计划，作为发行不良贷款资产支持证券的基础资产，并根据相关会计准则规定终止确认该不良贷款。根据信托合同约定，在信托计划临近到期日或剩余基础资产规模低于设定阈值从而触发清仓回购条款时，甲银行有权以届时不良贷款的公允价值为交易价格，回购该信托计划所持全部剩余基础资产。在此交易安排下，甲银行应如何对行使清仓回购选择权取得的不良贷款进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jrgjzzss/202604/t20260430_3988924.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-121.html,121,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
implementation_qa,实施问答,问：甲公司2×24年度按照法律法规要求应补缴2×23年度企业所得税税款500万元。甲公司根据相关事实和情况，按照《企业会计准则第28号——会计政策、会计估计变更和差错更正》规定，进行分析后认定该事项构成前期差错。该差错对于甲公司2×23年年度财务报表不具有重要性，但对于2×24年年度财务报表具有重要性。甲公司编制2×24年年度财务报表时，应将该差错作为重要的前期差错追溯调整前期比较数据，还是作为不重要的前期差错从而将补缴税款计入2×24年度的所得税费用？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/kjzckjgjbgzzsswd/202504/t20250417_3962193.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-122.html,122,28,cas-28,concepts/accounting-standards/cas-28,title-standard-number,high,
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间形成的合同资产应当如何列报？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/pppkjclsswd/202108/t20210810_3744021.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-127.html,127,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,14
implementation_qa,实施问答,问：某集团公司新设一家子公司，将现有其他子公司或业务注入该新设公司，假定在新设公司层面该交易构成同一控制下企业合并，新设公司需要编制合并财务报表。如果该新设公司的成立日晚于被注入的其他子公司或业务的成立日，该新设公司编制合并财务报表的期初日应为新设公司成立日还是应追溯至成立日之前？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/qyhbzzsswd/202111/t20211102_3762826.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-132.html,132,20,cas-20,concepts/accounting-standards/cas-20,url-category-slug,high,
implementation_qa,实施问答,问：已执行《企业会计准则第22号——金融工具确认和计量》（财会〔2017〕7号）的企业，在首次执行《企业会计准则第14号——收入》（财会〔2017〕22号）时，是否需要对新产生的应收账款或合同资产的预期信用损失进行追溯调整？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202012/t20201211_3634036.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-139.html,139,14,cas-14,concepts/accounting-standards/cas-14,title-standard-number,high,
implementation_qa,实施问答,问：外币预收账款和预付账款是货币性项目还是非货币性项目，上述项目在资产负债表日是否会产生汇兑损益？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/wbzs/202103/t20210302_3664191.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-141.html,141,19,cas-19,concepts/accounting-standards/cas-19,url-category-slug,high,
implementation_qa,实施问答,问：根据《关于加强万能型人身保险监管有关事项的通知》（金规〔2025〕14号）计提特别储备的万能险产品，是否属于具有直接参与分红特征的保险合同？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202604/t20260430_3988925.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-145.html,145,25,cas-25,concepts/accounting-standards/cas-25,url-category-slug,high,
implementation_qa,实施问答,问：对于适用《企业会计准则第25号——保险合同》（财会〔2020〕20号，以下简称新保险合同准则）的保险合同所产生的应收保费、保单贷款、摊回赔款及费用等应收款项，企业是否应当按照《企业会计准则第22号——金融工具确认和计量》中的预期信用损失法进行减值会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202604/t20260430_3988927.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-147.html,147,22,cas-22,concepts/accounting-standards/cas-22,title-standard-number,high,
implementation_qa,实施问答,问：执行企业会计准则的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xjllbzzsswd/202206/t20220621_3819699.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-148.html,148,31,cas-31,concepts/accounting-standards/cas-31,url-category-slug,high,
implementation_qa,实施问答,问：上市公司乙公司是甲公司的联营企业，甲公司对乙公司的长期股权投资采用权益法核算。乙公司股价于2×22年出现明显下跌，2×22年12月31日，乙公司股票价值远低于乙公司净资产的账面价值。2×22年12月31日，甲公司对乙公司的长期股权投资是否存在减值迹象？如果存在减值迹象，是否可以直接采用乙公司股价计算作为该长期股权投资的可收回金额？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zcjzzzsswd/202307/t20230710_3895086.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-151.html,151,8,cas-08,concepts/accounting-standards/cas-08,url-category-slug,high,
implementation_qa,实施问答,问：企业合并所形成的商誉应当自购买日起按照合理的方法分摊至相关的资产组或资产组组合，结合与其相关的资产组或者资产组组合进行减值测试，这些被分摊商誉的资产组或者资产组组合应当符合什么基本条件？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zcjzzzsswd/202307/t20230710_3895087.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-152.html,152,8,cas-08,concepts/accounting-standards/cas-08,url-category-slug,high,
implementation_qa,实施问答,问：甲公司租赁某物业，租赁期为5年，每3个月支付一次租金。为支持甲公司经营发展，当地政府为甲公司提供租金扶持补贴，甲公司在每3个月支付租金后向政府提交租金支付凭证等申请文件，政府审核通过后发放相应3个月的租金扶持补贴。甲公司收到的上述租金扶持补贴应当作为与资产相关的政府补助还是与收益相关的政府补助进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zfbzzzsswd/202206/t20220621_3819697.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-153.html,153,16,cas-16,concepts/accounting-standards/cas-16,url-category-slug,high,
implementation_qa,实施问答,问：甲公司主要从事某材料的生产，于2×25年9月1日在乙经济开发区投资建设某项目，并与乙经济开发区管委会签订了项目投资协议书。其中约定：“为加快项目建设进度，乙经济开发区管委会在甲公司项目地基完工、厂房全部封顶两个节点分别给予甲公司建设进度奖励600万元，合计1200万元。如果甲公司项目在2×26年9月1日前未完成厂房全部封顶，每延迟1个月则扣除尚未兑现的建设进度奖励资金的10%，直至全部扣减完毕”。奖励扶持政策中未对公司收到奖励资金后的使用用途或方向作出限制。甲公司对于收到的上述建设进度奖励应分类为与资产相关的政府补助还是与收益相关的政府补助？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zfbzzzsswd/202606/t20260618_3991864.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-154.html,154,16,cas-16,concepts/accounting-standards/cas-16,url-category-slug,high,
implementation_qa,实施问答,《新冠肺炎疫情相关租金减让会计处理规定》简化处理方法适用问答,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zlzzsswd/202205/t20220527_3813704.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-159.html,159,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
other_rule,其他规定,关于修订印发2018年度金融企业财务报表格式的通知,https://kjs.mof.gov.cn/gongzuotongzhi/201812/t20181227_3109872.htm,raw/standards/accounting/other-rules-pages/001-关于修订印发2018年度金融企业财务报表格式的通知.html,1,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业产品成本核算制度（试行）》的通知,https://kjs.mof.gov.cn/zhengcefabu/201309/t20130906_986492.htm,raw/standards/accounting/other-rules-pages/002-关于印发-企业产品成本核算制度-试行-的通知.html,2,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《农业保险大灾风险准备金会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201403/t20140307_1052943.htm,raw/standards/accounting/other-rules-pages/003-关于印发-农业保险大灾风险准备金会计处理规定-的通知.html,3,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《金融负债与权益工具的区分及相关会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201403/t20140321_1057952.htm,raw/standards/accounting/other-rules-pages/004-关于印发-金融负债与权益工具的区分及相关会计处理规定-的通知.html,4,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
other_rule,其他规定,关于印发《企业产品成本核算制度——石油石化行业》的通知,https://kjs.mof.gov.cn/zhengcefabu/201412/t20141229_1173216.htm,raw/standards/accounting/other-rules-pages/005-关于印发-企业产品成本核算制度-石油石化行业-的通知.html,5,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业产品成本核算制度——钢铁行业》的通知,https://kjs.mof.gov.cn/zhengcefabu/201511/t20151130_1590105.htm,raw/standards/accounting/other-rules-pages/006-关于印发-企业产品成本核算制度-钢铁行业-的通知.html,6,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《规范“三去一降一补”有关业务的会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201609/t20160927_2428006.htm,raw/standards/accounting/other-rules-pages/007-关于印发-规范“三去一降一补”有关业务的会计处理规定-的通知.html,7,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业产品成本核算制度——煤炭行业》的通知,https://kjs.mof.gov.cn/zhengcefabu/201610/t20161027_2445062.htm,raw/standards/accounting/other-rules-pages/008-关于印发-企业产品成本核算制度-煤炭行业-的通知.html,8,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《增值税会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201612/t20161212_2479869.htm,raw/standards/accounting/other-rules-pages/009-关于印发-增值税会计处理规定-的通知.html,9,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业破产清算有关会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201612/t20161227_2505655.htm,raw/standards/accounting/other-rules-pages/010-关于印发-企业破产清算有关会计处理规定-的通知.html,10,,unmapped,,unmapped,low,
other_rule,其他规定,关于保险公司执行新金融工具相关会计准则有关过渡办法的通知,https://kjs.mof.gov.cn/zhengcefabu/201707/t20170705_2638917.htm,raw/standards/accounting/other-rules-pages/011-关于保险公司执行新金融工具相关会计准则有关过渡办法的通知.html,11,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业产品成本核算制度——电网经营行业》的通知,https://kjs.mof.gov.cn/zhengcefabu/201801/t20180119_2798185.htm,raw/standards/accounting/other-rules-pages/012-关于印发-企业产品成本核算制度-电网经营行业-的通知.html,12,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《知识产权相关会计信息披露规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201811/t20181113_3065822.htm,raw/standards/accounting/other-rules-pages/013-关于印发-知识产权相关会计信息披露规定-的通知.html,13,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《永续债相关会计处理的规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201901/t20190130_3138955.htm,raw/standards/accounting/other-rules-pages/014-关于印发-永续债相关会计处理的规定-的通知.html,14,,unmapped,,unmapped,low,
other_rule,其他规定,关于修订印发2019年度一般企业财务报表格式的通知,https://kjs.mof.gov.cn/zhengcefabu/201905/t20190510_3254992.htm,raw/standards/accounting/other-rules-pages/015-关于修订印发2019年度一般企业财务报表格式的通知.html,15,,unmapped,,unmapped,low,
other_rule,其他规定,关于修订印发合并财务报表格式（2019版）的通知,https://kjs.mof.gov.cn/zhengcefabu/201909/t20190927_3394088.htm,raw/standards/accounting/other-rules-pages/016-关于修订印发合并财务报表格式-2019版-的通知.html,16,33,cas-33,concepts/accounting-standards/cas-33,title-topic-keyword,medium,
other_rule,其他规定,关于印发《碳排放权交易有关会计处理暂行规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/201912/t20191223_3448268.htm,raw/standards/accounting/other-rules-pages/017-关于印发-碳排放权交易有关会计处理暂行规定-的通知.html,17,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《新冠肺炎疫情相关租金减让会计处理规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/202006/t20200624_3538070.htm,raw/standards/accounting/other-rules-pages/018-关于印发-新冠肺炎疫情相关租金减让会计处理规定-的通知.html,18,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业产品成本核算制度——油气管网行业》的通知,https://kjs.mof.gov.cn/zhengcefabu/202110/t20211008_3756964.htm,raw/standards/accounting/other-rules-pages/019-关于印发-企业产品成本核算制度-油气管网行业-的通知.html,19,,unmapped,,unmapped,low,
other_rule,其他规定,关于印发《企业数据资源相关会计处理暂行规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/202308/t20230821_3903354.htm,raw/standards/accounting/other-rules-pages/020-关于印发-企业数据资源相关会计处理暂行规定-的通知.html,20,6,cas-06,concepts/accounting-standards/cas-06,title-topic-keyword,medium,
other_rule,其他规定,关于进一步贯彻落实新保险合同会计准则的通知,https://kjs.mof.gov.cn/zhengcefabu/202506/t20250612_3965538.htm,raw/standards/accounting/other-rules-pages/021-关于进一步贯彻落实新保险合同会计准则的通知.html,21,25,cas-25,concepts/accounting-standards/cas-25,title-topic-keyword,medium,
other_rule,其他规定,关于印发《地方政府专项债券相关业务会计处理暂行规定》的通知,https://kjs.mof.gov.cn/zhengcefabu/202509/t20250904_3971510.htm,raw/standards/accounting/other-rules-pages/022-关于印发-地方政府专项债券相关业务会计处理暂行规定-的通知.html,22,,unmapped,,unmapped,low,
